id,prefix,middle,suffix,prediction,manual_label,exact_match,chrf,bertscore,google_bleu
23,"#include <algorithm>
#include <iostream>
#include <vector>

using namespace std;

typedef long long int LL;

constexpr LL N = 1 << 18, INF = 2e9;
LL tree[(N << 1) + 7], tree_push[(N << 1) + 7]; // drzewo (+, min)
pair<LL, LL> purchase[N];
vector<LL> wyn;

inline int NextInt() {
  int c, res = 0;
  do {
    c = getchar_unlocked();
  } while (!isdigit(c));
  while (isdigit(c)) {
    res = res * 10 + c - '0';
    c = getchar_unlocked();
  }
  return res;
}

inline void push(LL v) {
  LL l = 2 * v, r = l + 1;
  tree[l] += tree_push[v];
  tree[r] += tree_push[v];
  tree_push[l] += tree_push[v];
  tree_push[r] += tree_push[v];
  tree_push[v] = 0;
}

inline void add(LL v, LL a, LL b, LL p, LL k, LL x) { 
  if (k < a || b < p)
    return;
  if (a <= p && k <= b) {
    tree[v] += x;
    tree_push[v] += x;
  } else {
    LL s = (p + k) / 2;
    push(v);
    add(2 * v, a, b, p, s, x);
    add(2 * v + 1, a, b, s + 1, k, x);
    tree[v] = min(tree[2 * v], tree[2 * v + 1]);
  }
}

inline LL read(LL v, LL a, LL b, LL p, LL k) {","
  if (k < a || b < p)
    return INF;
  if (a <= p && k <= b) {
    return tree[v];
  } else {
    LL s = (p + k) / 2;
    push(v);
    return min(read(2 * v, a, b, p, s), read(2 * v + 1, a, b, s + 1, k));
  }
","}

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  int n = NextInt();
  for (LL i = 0; i < n; i++)
    add(1, i, n - 1, 0, N - 1, NextInt());
  for (LL i = 0; i < n; i++)
    purchase[i] = {NextInt(), i};
  sort(purchase, purchase + n);
  for (LL i = 0; i < n; i++) {
    LL x = purchase[i].second, w = purchase[i].first;
    if (read(1, x, n - 1, 0, N - 1) >= w) {
      wyn.push_back(x + 1);
      add(1, x, n - 1, 0, N - 1, -w);
    }
  }
  sort(wyn.begin(), wyn.end());
  cout << wyn.size() << ""\n"";
  for (LL i = 0; i < (LL)wyn.size(); i++)
    cout << wyn[i] << "" "";
  cout << ""\n"";
  return 0;
}
","
  if (k < a || b < p)
    return INF;
  if (a <= p && k <= b)
    return tree[v];
  LL s = (p + k) / 2;
  push(v);
  return min(read(2 * v, a, b, p, s), read(2 * v + 1, a, b, s + 1, k));
",1.0,0.0,90.8335974539296,0.9811570644378662,0.9116022099447514
24,"#include <iostream>
#include <vector>

using namespace std;

constexpr int N = 5e4 + 7;
vector<int> G[N], akt, nxt;
int wlk[N];
bool odw[N];

inline int NextInt() { //use getchar_unlocked()","
  int c, res = 0;
  do {
    c = getchar_unlocked();
  } while (!isdigit(c));
  while (isdigit(c)) {
    res = res * 10 + c - '0';
    c = getchar_unlocked();
  }
  return res;
","}

int dfs0(int v, int p) {
  wlk[v] = 1;
  for (int i = 0; i < (int)G[v].size(); i++)
    if (G[v][i] != p && !odw[G[v][i]])
      wlk[v] += dfs0(G[v][i], v);
  return wlk[v];
}

int dfs1(int v, int p, int rozm) {
  int prop = 0, mks = rozm - wlk[v];
  for (int i = 0; i < (int)G[v].size(); i++)
    if (G[v][i] != p && !odw[G[v][i]])
      mks = max(wlk[G[v][i]], mks);
  if (2 * mks <= rozm)
    return v;
  for (int i = 0; i < (int)G[v].size(); i++)
    if (G[v][i] != p && !odw[G[v][i]])
      prop = max(prop, dfs1(G[v][i], v, rozm));
  return prop;
}

int main() {
  int n = NextInt(), level = 0;
  nxt.push_back(1);
  for (int i = 1; i < n; i++) {
    int a = NextInt(), b = NextInt();
    G[a].push_back(b);
    G[b].push_back(a);
  }
  while (!nxt.empty()) {
    akt = nxt;
    nxt.erase(nxt.begin(), nxt.end());
    while (!akt.empty()) {
      int v = akt.back();
      akt.pop_back();
      dfs0(v, v);
      int c = dfs1(v, v, wlk[v]);
      odw[c] = 1;
      for (int i = 0; i < (int)G[c].size(); i++)
        if (!odw[G[c][i]])
          nxt.push_back(G[c][i]);
    }
    level++;
  }
  cout << level << ""\n"";
  return 0;
}
"," instead of cin.
	int c = getchar_unlocked();
	while (c < '0' || c > '9') c = getchar_unlocked();
	int ret = 0;
	while (c >= '0' && c <= '9') {
		ret = 10 * ret + c - 48;
		c = getchar_unlocked();
	}
	return ret;
",1.0,0.0,52.98237853472928,0.8468531370162964,0.3706293706293706
25,"#include <iostream>
#include <queue>

using namespace std;

typedef long long int LL;

constexpr LL N = 1 << 18, INF = 1e18;
priority_queue<pair<LL, LL>> kol;
LL tree[N << 1], tree2[N << 1];

inline void push(LL l, LL r, LL v) {","
  tree[l] += tree2[v];
  tree[r] += tree2[v];
  tree2[l] += tree2[v];
  tree2[r] += tree2[v];
  tree2[v] = 0;
","}

inline void add(LL v, LL p, LL q, LL a, LL b, LL x) { // a, b -> our goal
  if (a <= p && q <= b) {
    tree[v] += x;
    tree2[v] += x;
    return;
  }
  if (q < a || b < p)
    return;
  LL l = 2 * v, r = l + 1, s = (p + q) / 2;
  push(l, r, v);
  add(l, p, s, a, b, x);
  add(r, s + 1, q, a, b, x);
  tree[v] = min(tree[l], tree[r]);
}

inline LL read(LL v, LL p, LL q, LL a, LL b) {
  if (a <= p && q <= b) {
    return tree[v];
  }
  if (q < a || b < p)
    return INF;
  LL l = 2 * v, r = l + 1, s = (p + q) / 2;
  push(l, r, v);
  return min(read(l, p, s, a, b), read(r, s + 1, q, a, b));
}

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  LL n, ans = 0;
  cin >> n;
  for (LL i = 0; i < n; i++) {
    LL t, c;
    cin >> t >> c;
    if (t == 0)
      add(1, 0, N - 1, i, N - 1, c);
    else {
      if (c < 0) {
        add(1, 0, N - 1, i, N - 1, -c);
        ans++;
      } else
        kol.push({-c, i});
    }
  }
  if (tree[1] < 0) {
    cout << ""-1\n"";
    return 0;
  }
  while (!kol.empty()) {
    LL t = kol.top().second, x = kol.top().first;
    kol.pop();
    if (read(1, 0, N - 1, t, N - 1) >= -x) {
      add(1, 0, N - 1, t, N - 1, x);
      ans++;
    }
  }
  cout << ans << ""\n"";
  return 0;
}
","
  if (tree2[v]!= 0) {
    tree[v] += tree2[v];
    if (l!= r) {
      tree2[2 * v] += tree2[v];
      tree2[2 * v + 1] += tree2[v];
    }
    tree2[v] = 0;
  }
",0.0,0.0,64.24634440114397,0.8399931192398071,0.48854961832061067
26,"#include <iostream>
#include <stack>

using namespace std;

struct Prostokat {
  int x1, y1, x2, y2;
};

typedef long long int LL;

constexpr int N = 2e3 + 7;
int tab[N][N], odl[N][N];
LL pref[N][N], akt_sum;
stack<pair<int, int>> stos; // first -> wysokosc, second -> wspolrzedna Ox
Prostokat wyn = {0, 0, 0, 0};

inline LL pole(int x1, int y1, int x2, int y2) {","
  return pref[x2][y2] + pref[x1 - 1][y1 - 1] - pref[x1 - 1][y2] -
         pref[x2][y1 - 1];
","}

inline void zdejmij(int y, int x) {
  while (!stos.empty() && stos.top().first >= odl[y][x]) {
    int h1 = stos.top().first, x1 = stos.top().second;
    stos.pop();
    if (!stos.empty())
      x1 = stos.top().second + 1;
    else
      x1 = 1;
    LL akt = pole(y - h1 + 1, x1, y, x - 1);
    if (akt > akt_sum) {
      akt_sum = akt;
      wyn = Prostokat{y - h1 + 1, x1, y, x - 1};
    }
  }
}

inline void devide(int k) {
  while (pole(wyn.x1, wyn.y1, wyn.x2, wyn.y2) > 2 * k) {
    if (wyn.x2 - wyn.x1) {
      int x3 = (wyn.x1 + wyn.x2) / 2;
      if (2 * pole(wyn.x1, wyn.y1, x3, wyn.y2) >=
          pole(wyn.x1, wyn.y1, wyn.x2, wyn.y2))
        wyn.x2 = x3;
      else
        wyn.x1 = x3 + 1;
    } else {
      int y3 = (wyn.y1 + wyn.y2) / 2;
      if (2 * pole(wyn.x1, wyn.y1, wyn.x2, y3) >=
          pole(wyn.x1, wyn.y1, wyn.x2, wyn.y2))
        wyn.y2 = y3;
      else
        wyn.y1 = y3 + 1;
    }
  }
  cout << wyn.y1 << "" "" << wyn.x1 << "" "" << wyn.y2 << "" "" << wyn.x2 << ""\n"";
  return;
}

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  int k, n;
  cin >> k >> n;
  for (int i = 1; i <= n; i++)
    for (int j = 1; j <= n; j++)
      cin >> tab[i][j];
  for (int i = 1; i <= n; i++)
    for (int j = 1; j <= n; j++) {
      if (k <= tab[i][j] && tab[i][j] <= 2 * k) {
        cout << j << "" "" << i << "" "" << j << "" "" << i << ""\n"";
        return 0;
      }
      odl[i][j] = odl[i - 1][j] + 1;
      if (tab[i][j] > 2 * k)
        odl[i][j] = 0;
      pref[i][j] =
          tab[i][j] + pref[i - 1][j] + pref[i][j - 1] - pref[i - 1][j - 1];
    }
  for (int i = 1; i <= n; i++) {
    for (int j = 1; j <= n; j++) {
      zdejmij(i, j);
      if ((stos.empty() || odl[i][j] != stos.top().first))
        stos.push({odl[i][j], j});
    }
    zdejmij(i, n + 1);
  }
  if (akt_sum < k) {
    cout << ""NIE\n"";
    return 0;
  }
  devide(k);
  return 0;
}
","
  return (LL)(x2 - x1 + 1) * (y2 - y1 + 1);
}

inline void dodaj(int y, int x) {
  while (!stos.empty() && stos.top().first >= odl[y][x]) {
    int h1 = stos.top().first, x1 = stos.top().second;
    stos.pop();
    if (!stos.empty())
      x1 = stos.top().second + 1;
    else
      x1 = 1;
    akt_sum += pref[y][x] - pref[y][x1 - 1] - pref[h1 - 1][x] + pref[h1 - 1][x1 - 1];
  }
  stos.push({odl[y][x], x});
",0.0,0.0,33.27195307386505,0.7186741828918457,0.12750716332378223
27,"#include <algorithm>
#include <bitset>
#include <iostream>
#include <vector>

using namespace std;

typedef long long int LL;

pair<LL, LL> v1, v2;

inline LL iloczyn_wektorowy(const pair<LL, LL> &a, const pair<LL, LL> &b) {","
  return a.first * b.second - a.second * b.first;
","}

inline LL iloczyn_skalarny(const pair<LL, LL> a, const pair<LL, LL> b) {
  return a.first * b.first + a.second * b.second;
}

struct Point {
  int first, second, pocz_id, id, cap;
  friend inline bool operator<(const Point &a, const Point &b) {
    pair<int, int> w = {b.first - a.first, b.second - a.second};
    LL IW1 = iloczyn_wektorowy(w, v1), IW2 = iloczyn_wektorowy(v2, v1);
    LL IS = iloczyn_skalarny(w, v1);
    if (!IW1)
      return IS > (LL)0;
    return (IW1 >= (LL)0) == (IW2 > (LL)0);
  }
};

constexpr int N = 2e5 + 7, M = 1 << 18;
Point lamps[N];
int n, odp[N], tree[M << 1];
vector<int> used;
bitset<N> odw;

inline void add(int a, int b) {
  a += M - 1;
  b += M + 1;
  while (b - a > 1) {
    if (!(a & 1)) {
      tree[a + 1]++;
      used.push_back(a + 1);
    }
    if (b & 1) {
      tree[b - 1]++;
      used.push_back(b - 1);
    }
    a >>= 1;
    b >>= 1;
  }
}

inline int read(int x) {
  int wyn = 0;
  x += M;
  while (x) {
    wyn += tree[x];
    x >>= 1;
  }
  return wyn;
}

inline void zamiatanie(int p, int q, int t) {
  for (int i = p; i <= q; i++) {
    int w = read(lamps[i].id);
    if (w >= lamps[i].cap || lamps[i].pocz_id + 1 <= t) {
      odw[lamps[i].pocz_id] = 1;
      add(lamps[i].id, n);
    } else
      lamps[i].cap -= w;
  }
  for (int i = 0; i < (int)used.size(); i++)
    tree[used[i]] = 0;
  used.erase(used.begin(), used.end());
}

void binsearch(int p_time, int q_time, int p_lamps, int q_lamps) {
  if (p_time >= q_time) {
    if (p_time == q_time)
      for (int i = p_lamps; i <= q_lamps; i++) {
        odp[lamps[i].pocz_id] = p_time;
      }
    return;
  }
  int s = (p_time + q_time) / 2;
  zamiatanie(p_lamps, q_lamps, s);
  vector<Point> na_lewo, na_prawo;
  for (int i = p_lamps; i <= q_lamps; i++) {
    if (odw[lamps[i].pocz_id]) {
      na_lewo.push_back(lamps[i]);
      odw[lamps[i].pocz_id] = 0;
    } else
      na_prawo.push_back(lamps[i]);
  }
  for (int i = 0; i < (int)na_lewo.size(); i++) {
    odp[na_lewo[i].pocz_id] = s;
    lamps[p_lamps + i] = na_lewo[i];
  }
  for (int i = 0; i < (int)na_prawo.size(); i++)
    lamps[p_lamps + na_lewo.size() + i] = na_prawo[i];
  int l = na_lewo.size();
  na_lewo.erase(na_lewo.begin(), na_lewo.end());
  na_prawo.erase(na_prawo.begin(), na_prawo.end());
  binsearch(p_time, s, p_lamps, p_lamps + l - 1);
  binsearch(s + 1, q_time, p_lamps + l, q_lamps);
}

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie();
  cin >> n >> v1.first >> v1.second >> v2.first >> v2.second;
  if (!iloczyn_wektorowy(v1,
                         v2)) { // bez tego ani nic z IW ani z IS nie dzialalo
    int w = 2e9 / max(abs(v1.first), abs(v1.second));
    v1.first *= w;
    v1.second *= w;
    v1.first++;
  }
  for (int i = 0; i < n; i++) {
    cin >> lamps[i].first >> lamps[i].second;
    lamps[i].pocz_id = i;
  }
  for (int i = 0; i < n; i++)
    cin >> lamps[i].cap;
  sort(lamps, lamps + n);
  for (int i = 1; i < n; i++) {
    lamps[i].id = lamps[i - 1].id;
    if (iloczyn_wektorowy({lamps[i].first - lamps[i - 1].first,
                           lamps[i].second - lamps[i - 1].second},
                          v1))
      lamps[i].id = lamps[i - 1].id + 1;
  }
  swap(v1, v2);
  sort(lamps, lamps + n);
  binsearch(1, n, 0, n - 1);
  for (int i = 0; i < n; i++)
    cout << odp[i] << "" "";
  return 0;
}
","
  return a.first * b.second - a.second * b.first;
",1.0,1.0,100.0,1.0,1.0
28,"// https://codeforces.com/problemset/problem/916/E
#include <iostream>
#include <vector>

using namespace std;

typedef long long int LL;

constexpr LL N = 1e5 + 7, M = 19, Q = (1 << M);
LL jump_pointer[N][M], w[N], pre[N], post[N], level[N], n, preorder = 1,
                                                          root = 1;
LL tree[(Q << 1) + 7], tree2[(Q << 1) + 7];
vector<LL> G[N];

void dfs0(LL v, LL p) {
  pre[v] = post[v] = preorder++;
  jump_pointer[v][0] = p;
  level[v] = level[p] + 1;
  for (auto u : G[v])
    if (u != p) {
      dfs0(u, v);
      post[v] = post[u];
    }
  return;
}

inline void push(LL v, LL s) {
  tree[s] += tree2[v] / 2;
  tree2[s] += tree2[v] / 2;
  return;
}

// (+, +) tree
inline void add(LL v, LL p, LL q, LL a, LL b, LL x) { // a, b -> our aims
  if (q < a || b < p)
    return;
  if (a <= p && q <= b) {
    tree[v] += (q - p + 1) * x;
    tree2[v] += (q - p + 1) * x;
  } else {
    LL s = (p + q) / 2;
    push(v, 2 * v);
    push(v, 2 * v + 1);
    tree2[v] = 0;

    add(2 * v, p, s, a, b, x);
    add(2 * v + 1, s + 1, q, a, b, x);
    tree[v] = tree[2 * v] + tree[2 * v + 1];
  }
}

inline LL read(LL v, LL p, LL q, LL a, LL b) { // a, b -> our aims
  if (q < a || b < p)
    return 0;
  if (a <= p && q <= b)
    return tree[v];
  LL s = (p + q) / 2;
  push(v, 2 * v);
  push(v, 2 * v + 1);
  tree2[v] = 0;

  return read(2 * v, p, s, a, b) + read(2 * v + 1, s + 1, q, a, b);
}

inline LL LCA(LL a, LL b) {","
  if (level[a] < level[b])
    swap(a, b);
  for (LL i = M - 1; i >= 0; i--)
    if (level[jump_pointer[a][i]] >= level[b])
      a = jump_pointer[a][i];
  if (a == b)
    return a;
  for (LL i = M - 1; i >= 0; i--)
    if (jump_pointer[a][i] != jump_pointer[b][i]) {
      a = jump_pointer[a][i];
      b = jump_pointer[b][i];
    }
  return jump_pointer[a][0];
","}

inline LL find_kth_vertex(LL v, LL k) {
  for (LL i = M - 1; i >= 0; i--)
    if (level[v] - level[jump_pointer[v][i]] <= k) {
      k -= level[v] - level[jump_pointer[v][i]];
      v = jump_pointer[v][i];
    }
  return v;
}

inline void ask_question() {
  LL t, a;
  cin >> t >> a;
  if (t == 1)
    root = a;
  else if (t == 2) {
    LL b, c;
    cin >> b >> c;
    LL v = LCA(a, b) ^ LCA(a, root) ^ LCA(root, b);
    if (LCA(v, root) == v) {
      add(1, 0, Q - 1, pre[1], post[1], c);
      if (v != root) {
        v = find_kth_vertex(root, level[root] - level[v] - 1);
        add(1, 0, Q - 1, pre[v], post[v], -c);
      }
    } else
      add(1, 0, Q - 1, pre[v], post[v], c);
  } else {
    LL ans, v = a;
    if (LCA(v, root) == v) {
      ans = read(1, 0, Q - 1, pre[1], post[1]);
      if (v != root) {
        v = find_kth_vertex(root, level[root] - level[v] - 1);
        ans -= read(1, 0, Q - 1, pre[v], post[v]);
      }
    } else
      ans = read(1, 0, Q - 1, pre[v], post[v]);
    cout << ans << ""\n"";
  }
}

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  LL q;
  cin >> n >> q;
  for (LL i = 1; i <= n; i++)
    cin >> w[i];
  for (LL i = 1; i < n; i++) {
    LL a, b;
    cin >> a >> b;
    G[a].push_back(b);
    G[b].push_back(a);
  }
  dfs0(1, 1);
  for (LL j = 1; j < M; j++)
    for (LL i = 1; i <= n; i++)
      jump_pointer[i][j] = jump_pointer[jump_pointer[i][j - 1]][j - 1];
  for (LL i = 1; i <= n; i++)
    add(1, 0, Q - 1, pre[i], pre[i], w[i]);
  while (q--)
    ask_question();
}

/* 6 7
1 4 2 8 5 7
1 2
3 1
4 3
4 5
3 6
3 1
2 4 6 3
3 4
1 6
2 2 4 -5
1 4
3 3*/
","
  if (level[a] < level[b])
    swap(a, b);
  LL ans = 0;
  for (LL i = M - 1; i >= 0; i--)
    if (level[a] - level[jump_pointer[a][i]] >= level[b] - level[jump_pointer[b][i]]) {
      ans ^= jump_pointer[a][i];
      a = jump_pointer[a][i];
    }
  if (a == b)
    return ans;
  for (LL i = M - 1; i >= 0; i--)
    if (jump_pointer[a][i]!= jump_pointer[b][i]) {
      ans ^= jump_pointer[a][i];
      ans ^= jump_pointer[b][i];
      a = jump_pointer[a][i];
      b = jump_pointer[b][i];
    }
  ans ^= jump_pointer[a][0];
  ans ^= jump_pointer[b][0];
  return ans;
",0.9,0.0,83.68471565364091,0.9155431985855103,0.605543710021322
29,"// https://szkopul.edu.pl/problemset/problem/mLv0a_y18C5vj5J6jFK2gbwr/site/?key=statement
#include <iostream>
#include <vector>

using namespace std;

typedef long long int LL;

const LL N = 207, W = 2, INF = 2e15, D = 1e5 + 7;
LL K[W] = {31, 29}, M[W] = {(LL)1e9 + 7, (LL)1e9 + 9};
vector<LL> pot[W], hsh[W][N];
string s[N];
LL ans[N][N], cost[N][N], pom[N][N], pref[N][N], n;

inline void count_hashes(int x) {
  for (int t = 0; t < W; t++)
    for (int i = 1; i < (int)s[x].size(); i++)
      hsh[t][x][i] =
          ((s[x][i] - 'a' + 1) * pot[t][i] % M[t] + hsh[t][x][i - 1]) % M[t];
}

inline LL get_hash(int t, int x, int a, int b) {
  return (hsh[t][x][b] - hsh[t][x][a - 1] + M[t]) % M[t] * pot[t][D - a] % M[t];
}

inline bool same(int s1, int s2, int d) {
  for (int t = 0; t < W; t++) {
    int d1 = s[s1].size();
    if (get_hash(t, s1, d1 - d, d1 - 1) != get_hash(t, s2, 1, d))
      return 0;
  }
  return 1;
}

inline void input() {
  pot[0].resize(D);
  pot[1].resize(D);
  pot[0][0] = pot[1][0] = 1;
  for (int i = 1; i < D; i++)
    for (int t = 0; t < W; t++)
      pot[t][i] = pot[t][i - 1] * K[t] % M[t];
  for (int i = 1; i <= n; i++) {
    cin >> s[i];
    s[i] = '^' + s[i];
    for (int t = 0; t < W; t++)
      hsh[t][i].resize((int)s[i].size() + 1);
  }
  for (int i = 1; i <= n; i++)
    count_hashes(i);
  for (int i = 0; i < N; i++)
    for (int j = 0; j < N; j++)
      pref[i][j] = cost[i][j] = INF;
  for (int i = 1; i <= n; i++)
    for (int j = 1; j <= n; j++)
      for (int d = 0; d < min((int)s[i].size(), (int)s[j].size()); d++)
        if ((i != j || (int)s[i].size() - 1 != d) && same(i, j, d))
          pref[i][j] = cost[i][j] = (int)s[i].size() - d - 1;
}

inline void multiply(LL a[N][N], LL b[N][N]) {","
  for (int i = 1; i <= n; i++)
    for (int j = 1; j <= n; j++)
      pom[i][j] = INF;
  for (int i = 1; i <= n; i++)
    for (int j = 1; j <= n; j++)
      for (int k = 1; k <= n; k++)
        pom[i][j] = min(pom[i][j], a[i][k] + b[k][j]);
  for (int i = 1; i <= n; i++)
    for (int j = 1; j <= n; j++)
      a[i][j] = pom[i][j];
","}

inline void fast_powering(int k) {
  while (k) {
    if (k & 1)
      multiply(ans, cost);
    multiply(cost, cost);
    k >>= 1;
  }
}

inline LL find_ans() {
  LL odp = INF;
  for (int i = 1; i <= n; i++)
    for (int j = 1; j <= n; j++)
      odp = min(odp, ans[i][j] + (int)s[j].size() - 1);
  return odp;
}

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  int m;
  cin >> n >> m;
  input();
  fast_powering(m - 1);
  cout << find_ans() << ""\n"";
  return 0;
}
","
  for (int i = 1; i <= n; i++)
    for (int j = 1; j <= n; j++)
      pom[i][j] = 0;
  for (int i = 1; i <= n; i++)
    for (int j = 1; j <= n; j++)
      for (int k = 1; k <= n; k++)
        pom[i][j] = (pom[i][j] + a[i][k] * b[k][j]) % INF;
  for (int i = 1; i <= n; i++)
    for (int j = 1; j <= n; j++)
      a[i][j] = pom[i][j];
",0.75,0.0,91.89714724374099,0.9818419218063354,0.936231884057971
30,"// https://codeforces.com/problemset/problem/1608/D
#include <iostream>

using namespace std;

typedef long long int LL;

constexpr LL N = 1e5 + 7, M = 998244353;
LL factorial[2 * N];
string dominoes[N];

inline pair<LL, LL> extended_euclidian_algorithm(int a, int b) {
  pair<LL, LL> coef = {a, b}, eq1 = {1, 0}, eq2 = {0, 1};
  while (coef.second) {
    int q = coef.first / coef.second;
    coef = {coef.second, (coef.first - q * coef.second % M + M) % M};
    eq1 = {eq1.second, (eq1.first - q * eq1.second % M + M) % M};
    eq2 = {eq2.second, (eq2.first - q * eq2.second % M + M) % M};
  }
  return {eq1.first, eq2.first}; // return Bezout coefficients
}

inline LL inverse_modulo(int x) {","
  return extended_euclidian_algorithm(x, M).first % M;
","}

inline int binomial(int x1, int x2) {
  return (factorial[x1] * inverse_modulo(factorial[x2]) % M) *
         inverse_modulo(factorial[x1 - x2]) % M;
}

int main() {
  ios_base::sync_with_stdio(0);
  cin.tie(0);
  factorial[0] = 1;
  for (int i = 1; i < 2 * N; i++)
    factorial[i] = factorial[i - 1] * i % M;
  int n, b = 0, w = 0, un = 0;
  bool possible_to_subtract = 1;
  cin >> n;
  for (int i = 0; i < n; i++) {
    cin >> dominoes[i];
    if (dominoes[i] == ""??"")
      un++;
    else if (dominoes[i][0] == dominoes[i][1])
      possible_to_subtract = 0;
    for (int j = 0; j < 2; j++) {
      if (dominoes[i][j] == 'B')
        b++;
      if (dominoes[i][j] == 'W')
        w++;
    }
  }
  if (b > n || w > n) {
    cout << ""0\n"";
    return 0;
  }
  int ans = binomial(2 * n - b - w, n - w), act = 1;
  for (int i = 0; i < un; i++)
    act = act * 2ll % M;
  int p1 = 1, p2 = 1;
  for (int i = 0; i < n; i++) {
    if (dominoes[i][0] == 'W' || dominoes[i][1] == 'B')
      p1 = 0;
    if (dominoes[i][0] == 'B' || dominoes[i][1] == 'W')
      p2 = 0;
  }
  cout << (ans - possible_to_subtract * (act - p1 - p2) + M) % M << ""\n"";
}

/*
  4
BB
??
W?
??
*/
","
  return extended_euclidian_algorithm(x, M).first;
",1.0,0.0,94.57693034303824,0.9830341339111328,0.8103448275862069
31,"#include <bitset>
#include <iostream>
#include <string>
#include <vector>

using namespace std;

constexpr int N = 2e5 + 7;
vector<int> intervals;
bitset<N> was;
int KMP[N], n;
string ans;

inline void count_KMP(int p, int q) {","
  KMP[n - 1] = KMP[n] = n;
  int k = KMP[q + 1];
  for (int i = min(n - 2, q); i >= p; i--) {
    while (k != n && ans[k - 1] != ans[i])
      k = KMP[k];
    if (ans[i] == ans[k - 1])
      k--;
    KMP[i] = k;
  }
","}

inline void find_intervals() {
  int a = 1;
  intervals.push_back(n - 1);
  was[n - 1] = 1;
  while (KMP[a] != n) {
    intervals.push_back(n - KMP[a]);
    was[n - KMP[a]] = 1;
    a = KMP[a];
  }
  for (int i = 0; i < (int)intervals.size() / 2; i++)
    swap(intervals[i], intervals[(int)intervals.size() - 1 - i]);
}

inline bool added_intervals(int akt, int l) {
  count_KMP(l, akt);
  bool r = !was[ans.size() - KMP[l]];
  return r;
}

inline void make_series() {
  if (intervals[0] > 1)
    ans.back() = '1';
  count_KMP(n - intervals[0], n - 1);
  for (int i = 1; i < (int)intervals.size(); i++) {
    if (2 * intervals[i - 1] >= intervals[i]) {
      int d = intervals[i] - intervals[i - 1];
      for (int j = 1; j <= d; j++)
        ans[n - 1 - intervals[i] + j] = ans[n - 1 - intervals[i - 1] + j];
      continue;
    }
    for (int j = 0; j < intervals[i - 1]; j++)
      ans[n - intervals[i] + j] = ans[n - intervals[i - 1] + j];
    if (added_intervals(n - intervals[i - 1], n - intervals[i]))
      ans[n - intervals[i - 1] - 1] = '1';
  }
}

int main() {
  ios_base::sync_with_stdio(0);
  int k;
  cin >> k;
  while (k--) {
    cin.tie();
    cin >> ans;
    ans = ""%"" + ans;
    n = ans.size();
    count_KMP(1, (int)ans.size() - 2);
    find_intervals();
    for (int i = 0; i < (int)ans.size(); i++)
      ans[i] = '0';
    make_series();
    cout << ans.substr(1, ans.size() - 1) << ""\n"";
    for (int i = 0; i < N; i++)
      KMP[i] = 0;
    intervals.erase(intervals.begin(), intervals.end());
    ans.erase(ans.begin(), ans.end());
    was.reset();
  }
  return 0;
}
","
  int a = 0, b = 0;
  while (p + b < q) {
    if (ans[p + b] == ans[b])
      b++;
    else {
      if (b == 0)
        p++;
      else {
        a = b;
        b = KMP[a];
      }
    }
    KMP[p + b] = a;
  }
",0.0,0.0,19.14469973632405,0.8256253004074097,0.17435897435897435
32,"// https://codeforces.com/contest/1717/problem/E
#include <iostream>

using namespace std;

typedef long long int LL;

constexpr int M = 1e9 + 7;
constexpr int N = 1e5 + 7;
LL phi[N];
bool sito[N];

inline void count_phi(int n) {","
  for (int i = 0; i <= n; i++)
    phi[i] = i;
  for (int i = 2; i <= n; i++)
    if (!sito[i]) {
      sito[i] = 1;
      phi[i] = i - 1;
      int x = 2;
      while (x * i <= n) {
        sito[x * i] = 1;
        phi[x * i] -= phi[x * i] * (1.0 / (double)i);
        x++;
      }
    }
","}

inline LL gcd(int a, int b) {
  while (b) {
    a %= b;
    swap(a, b);
  }
  return a;
}

inline LL lcm(LL a, LL b) { return (a / gcd(a, b) * b) % M; }

int main() {
  // for(int i = 1; i <= 10; i++)
  //	cout << phi[i] << "" "";
  int n;
  long long int ans = 0;
  cin >> n;
  count_phi(n);
  for (int c = 1; c <= n - 2; c++)
    for (int d = 1; d * d <= n - c; d++)
      if ((n - c) % d == 0) {
        ans = (ans + lcm(c, d) * phi[((n - c) / d)]) % M;
        if (d * d != n - c && d != 1)
          ans = (ans + lcm(c, (n - c) / d) * phi[(d)]) % M;
      }
  cout << ans << ""\n"";
}
","
  phi[1] = 1;
  for (int i = 2; i <= n; i++) {
    if (!sito[i]) {
      phi[i] = i - 1;
      for (int j = 2 * i; j <= n; j += i) {
        sito[j] = true;
        phi[j] = (phi[j] / i) * (i - 1);
      }
    }
  }
",0.9,0.0,42.4131877447645,0.8087065815925598,0.44420600858369097
